word,count
lap,22
chick,22
sweater,22
salad,22
rod,22
underneath,22
exercise,22
bola,22
ex,22
lee,22
Hein,22
punta,22
beauty,22
Lina,22
tret,22
fold,22
teeny,22
suit,22
jungle,22
towards,22
splashing,22
starting,22
porto,22
P,22
erg,22
neem,22
colorado,22
dollar,22
early,22
playground,22
gens,22
coin,22
telescope,22
carpet,22
grr,22
planet,22
spaceship,22
volant,22
mand,22
pom,22
borrow,22
content,22
soleil,22
spot,22
reason,22
poster,22
stir,22
minibus,22
aka,22
tortoise,22
pattern,21
jersey,21
control,21
often,21
learning,21
sham,21
hup,21
pied,21
piccolo,21
stare,21
zero,21
essayer,21
mountain,21
bedtime,21
fora,21
Noel,21
wan,21
dow,21
Friday,21
forty,21
grape,21
suck,21
snot,21
race,21
pardon,21
voeten,21
vent,21
picnic,21
rude,21
watering,21
needle,21
married,21
robe,21
drown,21
Cecilia,21
hale,21
pouring,21
sie,21
ski,21
turkey,21
restaurant,21
eu,21
peel,21
fee,21
gum,21
Stephen,21
thumb,21
tricky,21
amic,21
bake,21
easily,21
teapot,21
pomme,21
lazy,21
Marilyn,21
kissing,20
vase,20
afterwards,20
mushroom,20
Don,20
taller,20
stool,20
burning,20
muscle,20
tennis,20
thirteen,20
cero,20
Rachel,20
forward,20
winter,20
lizard,20
beard,20
ceiling,20
lend,20
bathtub,20
assis,20
crane,20
locomotive,20
soe,20
Thursday,20
rood,20
brut,20
tear,20
fallen,20
bingo,20
winner,20
asta,20
wonderful,20
excavator,20
kitten,20
peine,20
schoolbag,20
familia,20
sides,20
couper,20
shuttle,20
doorbell,20
weight,20
vela,20
mot,20
wherever,20
caval,20
dim,20
polite,20
torta,20
lad,20
motto,20
soul,20
knickknack,20
seriously,20
brushing,20
Pluto,20
alas,20
patas,20
swish,20
sisi,20
x,20
saco,19
hen,19
rectangle,19
brick,19
brilliant,19
fever,19
screwdriver,19
won,19
Elisabeth,19
ons,19
Paul,19
trolley,19
mood,19
eighteen,19
junto,19
seesaw,19
salt,19
suppose,19
bark,19
mayor,19
compter,19
lick,19
marbles,19
piso,19
hint,19
harder,19
tambor,19
rode,19
Topsy,19
nest,19
twist,19
Jane,19
handle,19
vanilla,19
mop,19
wrapper,19
Mam,19
click,19
dilo,19
meant,19
above,19
elbow,19
wide,19
quadrat,19
bun,19
tale,19
Lord,19
jingle,19
ox,19
fro,19
shuffle,19
type,19
dream,19
sack,19
potatoes,19
bateau,19
Erik,19
banging,19
goo,19
Polly,19
remove,19
Molly,19
rhythm,19
padre,18
hook,18
Alastair,18
chimpanzee,18
tire,18
serious,18
spinning,18
friendly,18
carefully,18
Nanny,18
Christophe,18
remote,18
Sally,18
dolent,18
steam,18
oil,18
ketchup,18
Gordon,18
chop,18
pistol,18
napkin,18
absolutely,18
knew,18
coupe,18
licking,18
chew,18
none,18
Robert,18
schoon,18
testa,18
bambini,18
dish,18
muddy,18
join,18
gift,18
kop,18
balcony,18
Christopher,18
Tom,18
catching,18
upper,18
wrap,18
magnet,18
deep,18
tou,18
dingdong,18
sport,18
Millie,18
extra,18
escape,18
mott,18
uniform,18
seaweed,18
sho,18
mout,18
stroller,18
F,18
q,18
Julian,18
rooster,18
Oscar,18
stepmother,18
shrimp,18
wouf,18
Aro,18
globe,18
robber,18
leader,18
arena,17
bac,17
Ann,17
parrot,17
pudding,17
normal,17
manta,17
program,17
supper,17
Alex,17
gra,17
bother,17
shorts,17
smoke,17
azon,17
lake,17
vino,17
coup,17
watt,17
yard,17
grown,17
cinque,17
waken,17
month,17
quasi,17
duro,17
vau,17
Elsa,17
dich,17
vitamin,17
hei,17
notice,17
painted,17
pal,17
thief,17
Canada,17
field,17
kit,17
rid,17
tag,17
skipping,17
Victoria,17
Cristina,17
cloth,17
mole,17
toro,17
country,17
Easter,17
Amy,16
prefer,16
trucks,16
creche,16
cupboard,16
Miami,16
Albert,16
magician,16
important,16
blood,16
purse,16
neve,16
doit,16
Pauline,16
invite,16
shovel,16
Lana,16
orang,16
weeny,16
naked,16
shooting,16
easier,16
crawl,16
demander,16
whistle,16
deed,16
toll,16
disappear,16
list,16
dust,16
Tuesday,16
Christina,16
peach,16
wrote,16
mil,16
trapped,16
diamond,16
bitt,16
double,16
snap,16
stack,16
electricity,16
confiture,16
Nicolas,16
copy,16
knocking,16
volume,16
thrown,16
sop,16
tog,16
deal,16
language,16
seem,16
mite,16
spade,16
trot,16
court,16
pompier,16
Daniel,16
Ted,16
cacao,15
Woody,15
sucre,15
mico,15
windmill,15
mask,15
locked,15
negro,15
pup,15
serve,15
via,15
simply,15
Moi,15
compare,15
anima,15
nana,15
colorful,15
introduce,15
foo,15
facing,15
order,15
dying,15
indeed,15
squish,15
example,15
rat,15
pancake,15
decided,15
landed,15
guard,15
stayed,15
untie,15
tra,15
U,15
ull,15
sant,15
raya,15
bota,15
kaka,15
least,15
refrigerator,15
roller,15
insect,15
passer,15
aire,15
dustbin,15
pata,15
jag,15
brood,15
semmit,15
fresh,15
grade,15
princesse,15
botella,15
lindo,15
bord,15
soldi,15
higher,15
Billy,15
broom,15
spray,15
amazing,15
map,15
match,15
Len,15
mixed,15
dried,15
mystery,15
group,15
upset,15
Elizabeth,15
Wednesday,15
ticktock,15
stream,15
Joshua,15
jam,15
Joey,15
weekend,15
bathing,15
cric,15
flap,15
dining,15
Annie,15
squeaking,15
regular,14
interested,14
covering,14
lees,14
erase,14
omer,14
lev,14
commence,14
manteau,14
hadden,14
bere,14
kept,14
facile,14
glad,14
forever,14
ana,14
belong,14
heat,14
becomes,14
fourth,14
several,14
lens,14
blink,14
squirting,14
themselves,14
sassy,14
sink,14
Pedro,14
nat,14
behave,14
thread,14
